Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
TV,107405,9,Promoter,"fairly consistent service, perfect maintenance/problem solving services"
TV,107407,4,Detractor,price
TV,107413,10,Promoter,great speed
TV,107418,9,Promoter,"good prices, good service"
TV,107423,5,Detractor, 
TV,107425,8,Passive, 
TV,107426,9,Promoter,"price, quality, service"
TV,107427,5,Detractor, 
TV,107428,10,Promoter,Their super!
TV,107429,5,Detractor,People will watch what what they want to watch.
TV,107431,1,Detractor,High prices and poor customer sercice
TV,107433,9,Promoter, 
TV,107434,9,Promoter,They give very good service 99% of the time
TV,107435,7,Passive,"their tv is not very good, but their internet is great"
TV,107437,8,Passive,It has reliable service
TV,107438,10,Promoter, 
TV,107450,9,Promoter,features
TV,107451,7,Passive,at the time we started service....we could dvr more shows
TV,107452,8,Passive,they are the only option at present
TV,107453,10,Promoter,Great service and fewer dropped calls
TV,107456,3,Detractor,they are expensive and offer little in competitive advantages
TV,107457,7,Passive, 
TV,107459,6,Detractor,convenience
TV,107461,4,Detractor,"Too expensive, inflexible regarding programming options, service sometimes unreliable in terms of up-time and data stream speed."
TV,107462,6,Detractor,best of limited choices
TV,107463,6,Detractor,"It's expensive, especially for loyal subscribers.  If I could get all of the sports channels I want, with the ability to record, via the internet, I would drop cable in a second."
TV,107465,0,Detractor,They treated their employees very badly before and during the strike.  Their behavior is inexcusable.
TV,107466,6,Detractor, 
TV,107468,7,Passive,"I am not an advocate of the way programming is currently done. DirecTV has the best compromise packages for me to get the programs I want, but I am stuffed with many more programs I do not want. It's a matter of having to settle."
TV,107475,9,Promoter, 
TV,107476,10,Promoter,good service
TV,107479,1,Detractor,horrible customer service. money driven company
TV,107480,10,Promoter,good company
TV,107484,5,Detractor,too expensive
TV,107485,6,Detractor,Rates continue to rapidly climb with improved service or more features.
TV,107486,10,Promoter,"Expeditiously corrected outages or problems with service. No hassle customer service, bill pay and/or equipment exchange at service center."
TV,107487,10,Promoter,"convenience, familiarity, and service."
TV,107488,8,Passive,The internet service is the best. Reliable and fast. The TV is a rip off you don't get much for your money. The internet and tv are very expensive.
TV,107490,5,Detractor, 
TV,107492,7,Passive,overall good provider
TV,107493,7,Passive,Rates too high
TV,107494,3,Detractor,"bad quality, slow, unreliable & sporadic"
TV,107499,7,Passive,Too many technical problems - especially when it storms in the area
TV,107500,8,Passive,Cost
TV,107501,8,Passive,service is pretty good internet could be faster
TV,107502,7,Passive,"Cable television is average, but Internet service is superior"
TV,107504,7,Passive,fairly reliable service
TV,107506,7,Passive,Degrading quality in the internet speed and capacity.
TV,107507,6,Detractor,not sure
TV,107511,10,Promoter,I just offered a co-worker today
TV,107512,1,Detractor,too expensive
TV,107515,8,Passive,"good speed, etc. Not an easy company to work and communicate with"
TV,107516,2,Detractor,"Hard to deal with in every way:  service at home, service in the store, service over the phone   And they don't deliver the band width we pay for.  They are the monopoly provider both in my Florida condo and Cape Cod summer home."
TV,107519,5,Detractor, 
TV,107520,0,Detractor,"I don't like time warner, frequently have problems with connection, it's too expensive"
TV,107521,6,Detractor,"Liked Verizon better, not offered at current address"
TV,107522,3,Detractor,cost
TV,107523,9,Promoter, 
TV,107524,1,Detractor,Charter Sucks
TV,107526,8,Passive,still some problems with comcast services
TV,107527,6,Detractor,internet service slow. terrible customer service when moving phone number from one apartment to another
TV,107529,7,Passive,It's really the only option around
TV,107530,7,Passive,"they do not offer unlimited data.  aside from that, great service"
TV,107532,1,Detractor,crappy service
TV,107534,0,Detractor,they are lousy and put you through hell.
TV,107535,5,Detractor,"There are other companies that offer same services, and they keep going up on prices"
TV,107538,9,Promoter,good service
TV,107539,1,Detractor,"Poor service, overly expensive"
TV,107541,7,Passive,"While I have a good experience with this company, it is not offered in every location.  I cannot tell someone they should get this service if it is not offered in their area."
TV,107542,10,Promoter, 
TV,107543,6,Detractor,do not have direct TV-I have Uverse
TV,107544,7,Passive,its pricey from before
TV,107545,8,Passive,Good service and selection of products.
TV,107547,8,Passive,I like the package that dish offers.
TV,107548,6,Detractor,"Just got Xfinity about 3 months ago.  Still getting used to the services, etc."
TV,107549,10,Promoter, 
TV,107550,9,Promoter,We have been happy with our service.
TV,107552,7,Passive,"There services are good, but not good enough to keep me from wondering if there isn't a better service out there."
TV,107554,5,Detractor,no competion
TV,107556,5,Detractor,Poor customer service
TV,107558,5,Detractor,Service is expensive and not always reliable. If uverse goes down so does my landline
TV,107560,7,Passive,Had issues setting up our television.  We would cancel a service call online and still get three phone calls confirming the appointment
TV,107561,10,Promoter,"great bundle pricing, great customer service"
TV,107562,5,Detractor,Ridiculously expensive for service.
TV,107563,8,Passive,"The bundling of services is convenient. However, the pricing is not ideal and the cable programming changes frequently making it difficult to the channel for my favorite stations"
TV,107565,8,Passive, 
TV,107567,7,Passive,prices are very high
TV,107568,6,Detractor,Doesn't deliver what they say they deliver
TV,107569,7,Passive,god internet and TV but expensive and rate changes
TV,107571,9,Promoter,Long time customer
TV,107572,7,Passive,"for the price the cost is to high, however the same goes for other providers of this type of service."
TV,107576,5,Detractor, 
TV,107577,8,Passive,aa
TV,107578,10,Promoter,No complaints
TV,107579,1,Detractor,experience with xfinity and the way they operate.
TV,107580,8,Passive, 
TV,107581,10,Promoter,Like direct tv
TV,107582,4,Detractor,"They have terrible customer service and the cable, phone and internet is always going down."
TV,107585,1,Detractor,Service is bad & customer service is the worse ever
TV,107586,8,Passive,pretty good service
TV,107587,1,Detractor,Poor service on TV portion
TV,107592,8,Passive,it goes down frequently
TV,107593,10,Promoter, 
TV,107599,10,Promoter,"Been with them for a long time, no issues."
TV,107600,5,Detractor, 
TV,107603,7,Passive,They often raise rates without communicating it. Recently loss some of the tv channels. But the service is generally reliable
TV,107604,5,Detractor,Prices seem to increase rapidly/often. Considering changing.
TV,107605,3,Detractor,"We only have one choice, no other service provided in our area"
TV,107606,7,Passive,price service
TV,107608,2,Detractor,Terrible customer service and pricing
TV,107609,8,Passive, 
TV,107611,9,Promoter,I like so much
TV,107614,6,Detractor,"Comcast is nothing special, just the major service in the area."
TV,107617,10,Promoter,The HD picture is awesome.
TV,107618,6,Detractor,Wireless receiver for the set-top box always loses connectivity on a daily basis in the evening
TV,107622,10,Promoter,the internet so fast and the we get a good deal for bundle
TV,107629,5,Detractor,"Only provider of cable in town but spotty service - internet intermittent, digital cable intermittent."
TV,107630,10,Promoter,Great customer service and I can put my service on vacation once a year for j30 days or longer.  Excellent picture.
TV,107632,7,Passive,cost
TV,107633,8,Passive,Good Service for last 5 years
TV,107634,8,Passive,price
TV,107636,8,Passive,decent
TV,107638,8,Passive,Minimal problems
TV,107640,8,Passive,I really like At&t
TV,107642,9,Promoter,Have had good results from using it in the past
TV,107645,8,Passive,reasonable pricing
TV,107646,2,Detractor,SOMETIMES SERVICE IS SPOTTY.  TIRED OF PRICE INCREASE
TV,107648,5,Detractor,I just wish I could find a provider where I can pick the channels I want to pay for....I have hundreds of channels I don't want and do not watch... I hate being forced to pay for them?
TV,107653,7,Passive,"expensive, on line forever waiting for support or help"
TV,107657,7,Passive,Pretty good customer service and reliable most the time
TV,107658,8,Passive,Price and quality
TV,107660,10,Promoter,I have not had a problerm with the service
TV,107661,6,Detractor, 
TV,107665,6,Detractor,they are the only option in the area but are very expensive
TV,107666,9,Promoter,it works well most of the time and is a good price for a basic package.
TV,107667,9,Promoter,"Good, dependable service"
TV,107668,10,Promoter,excellent service & equipment.
TV,107669,9,Promoter,It is OK like uverse TV better
TV,107670,5,Detractor, 
TV,107673,10,Promoter, 
TV,107675,7,Passive,"I don't have fox right now, they haven't reached new agreemwent with them"
TV,107676,5,Detractor,cost
TV,107677,9,Promoter,Responsive to service issues.  Few service issues.  Cost is hugh
TV,107678,8,Passive,fairly reliable service
TV,107679,9,Promoter,good service when problems occur
TV,107680,7,Passive,Over the years we have had problems with AT&T television services.
TV,107681,4,Detractor, 
TV,107682,3,Detractor,poor customer service
TV,107684,9,Promoter,Good service and reliability
TV,107687,8,Passive,"Good service, not many outages."
TV,107688,10,Promoter,Good service
TV,107689,2,Detractor,Very costly and minimal options regarding channel choices.
TV,107691,8,Passive,"So far we have not had any changes made to our account. But, we are researching other providers in the case that at some point in the future we feel the need to change."
TV,107692,9,Promoter,good customer service
TV,107693,9,Promoter,"love their service, quick and easy as well as reliable"
TV,107694,8,Passive,Great customer service when necessary and quick set-up when moving from old house to new house.  Service is sometimes spotty in my area depending on weather factors
TV,107698,8,Passive, 
TV,107699,9,Promoter,would give a 10 for the service itself but the admin is horrible
TV,107703,10,Promoter,Great support
TV,107704,7,Passive,"Like the service and the channels, but the price keeps rising and the remotes are getting old and equipment needs to be updated."
TV,107707,7,Passive, 
TV,107708,9,Promoter,only practical one in area
TV,107710,4,Detractor,"customer service people are great, company policies are terrible."
TV,107711,9,Promoter,They have remained consistent in all the years I've had them and have had no trouble with them
TV,107712,8,Passive, 
TV,107713,7,Passive,Reliable
TV,107714,4,Detractor,High cost coupled with unreliable.
TV,107715,8,Passive,Rarely have problems with them
TV,107719,0,Detractor,Constantly raising their prices
TV,107720,2,Detractor,"I have so little positive to say about Comcast. I used to say I had nothing positive to say, but a year ago I had a somewhat plesant interaction with a rep, so now I say have very little nice to say. I hate them. I hate that every time a box breaks I have to spend an hour with their tech folks ""is it plugged in"" ""now lets see if it's turned on.""  I'm a tech savvy person, I work in tech, and by the time I call them I've done all the simple troubleshooting, but they insist on walking me through it. Such a WASTE OF TIME. We will leave dead boxes for weeks just to avoid dealing with them.  Then they make you keep the same 5 yr old box that isn't dead even though you're paying ""rent"" and all your friends have the newer ones. I hate them I hate them, I want to cancel them, but they're a practical monopoly. Google fiber is coming in about 6 months to my area I've heard and I'm sooooo excited!"
